Diner Id,Restaurant Name,Restaurant Id,Visit Time,Covers,Review Score
891382,Ox and Finch,5909,2016-10-20 20:30:00,4,NULL
891382,Eusebi Restaurant & Deli,7691,2016-10-31 12:00:00,4,NULL
935670,Arisaig Restaurant,3146,2016-10-15 14:30:00,2,5
935670,Maggie Mays,8710,2016-10-15 14:30:00,2,4.6
994559,Blythswood Square Restaurant,3858,2016-10-05 16:45:00,2,NULL
994559,Grand Central Hotel Glasgow (Tempus),4392,2016-10-15 17:45:00,2,NULL
997699,Mango,7733,2016-10-01 19:00:00,4,NULL
997699,Mango,7733,2016-10-07 22:00:00,9,NULL
997699,Mango,7733,2016-10-16 19:00:00,2,NULL
997699,Mango,7733,2016-10-22 12:30:00,2,NULL
997699,Mango,7733,2016-10-01 17:00:00,2,NULL
997699,Mango,7733,2016-10-28 17:00:00,4,NULL
997699,Mango,7733,2016-10-01 19:30:00,6,NULL
997699,Mango,7733,2016-10-04 18:00:00,4,NULL
997699,Mango,7733,2016-10-04 20:00:00,6,NULL
997699,Mango,7733,2016-10-08 19:00:00,2,NULL
997699,Mango,7733,2016-10-08 20:30:00,2,NULL
997699,Mango,7733,2016-10-08 21:15:00,8,NULL
997699,Mango,7733,2016-10-20 17:30:00,2,NULL
997699,Mango,7733,2016-10-21 16:30:00,3,NULL
997699,Mango,7733,2016-10-21 18:00:00,3,NULL
997699,Mango,7733,2016-10-21 19:30:00,2,NULL
997699,Mango,7733,2016-10-05 22:00:00,6,NULL
997699,Mango,7733,2016-10-08 12:30:00,2,NULL
997699,Mango,7733,2016-10-12 17:15:00,2,NULL
998342,Blythswood Square Salon,3859,2016-10-14 14:00:00,7,NULL
998342,Barca Tapas,7927,2016-10-06 18:00:00,2,NULL
1002460,Loks Bar & Kitchen,6357,2016-10-06 18:30:00,4,NULL
1002460,Celino's Italian Delicatessen Trattoria,4465,2016-10-22 20:00:00,8,5
1004648,Cup Tea Lounge - Glasgow,5495,2016-10-29 11:00:00,2,NULL
1004648,Amore Merchant City,5782,2016-10-08 19:45:00,3,NULL
1009835,Stravaigin,7985,2016-10-07 19:30:00,3,NULL
1009835,Ubiquitous Chip Restaurant,7977,2016-10-01 13:00:00,3,NULL
1009835,Ubiquitous Chip Brasserie,7994,2016-10-07 20:30:00,2,NULL
1014075,Brel,5409,2016-10-06 19:45:00,2,NULL
1014075,The Gannet,5234,2016-10-08 20:15:00,6,NULL
1014075,Ox and Finch,5909,2016-10-13 20:00:00,4,NULL
1046959,Bar Soba Merchant City,7031,2016-10-15 18:00:00,2,NULL
1046959,Bar Soba Merchant City,7031,2016-10-15 18:15:00,2,NULL
1046959,The Kailyard by Nick Nairn,3872,2016-10-18 18:45:00,6,NULL
1046959,Bar Soba Merchant City,7031,2016-10-15 19:45:00,2,NULL
1046959,The Kailyard by Nick Nairn,3872,2016-10-09 17:45:00,3,NULL
1046959,Lane7,5322,2016-10-01 21:00:00,2,NULL
1046959,The View Restaurant,6741,2016-10-01 15:00:00,2,NULL
1046959,The View Restaurant,6741,2016-10-02 15:30:00,2,NULL
1046959,Bar Soba Merchant City,7031,2016-10-15 18:15:00,4,NULL
1046959,Bar Soba Merchant City,7031,2016-10-22 18:15:00,3,NULL
1046959,The Kailyard by Nick Nairn,3872,2016-10-19 18:30:00,5,NULL
1046959,The Kailyard by Nick Nairn,3872,2016-10-19 18:45:00,6,NULL
1102691,Garvie & Co.,5853,2016-10-15 19:30:00,5,NULL
1130854,The Larder Glasgow,8273,2016-10-07 19:00:00,5,NULL
1130854,Raffaelle's Italian Kitchen and Bar,7009,2016-10-23 18:30:00,4,NULL
1139532,Cafe Andaluz Glasgow | City Centre,3183,2016-10-27 13:15:00,2,NULL
1139532,La Vita Bishopbriggs,7863,2016-10-20 13:00:00,2,NULL
1251016,The Anchor Line Bar and Grill,6214,2016-10-29 14:30:00,3,NULL
1251016,Blythswood Square Restaurant,3858,2016-10-19 12:00:00,4,NULL
1254463,Ox and Finch,5909,2016-10-02 17:00:00,3,NULL
1254463,Stravaigin,7985,2016-10-09 13:30:00,2,NULL
1259459,Craig Millar @ 16 West End,8726,2016-10-06 12:30:00,2,NULL
1259459,Dakota Deluxe Glasgow,7883,2016-10-12 18:15:00,2,NULL
1259459,Cafe Gandolfi,6735,2016-10-08 10:30:00,3,NULL
1259459,Dakota Deluxe Glasgow,7883,2016-10-07 14:00:00,2,NULL
1259459,Dakota Deluxe Glasgow,7883,2016-10-21 18:15:00,2,NULL
1263861,Black Sheep Bistro,8287,2016-10-21 21:00:00,2,NULL
1263861,The Anchor Line Bar and Grill,6214,2016-10-05 19:45:00,3,NULL
1272909,Amore Merchant City,5782,2016-10-23 16:00:00,4,NULL
1272909,Amore Merchant City,5782,2016-10-23 16:45:00,4,3.2
1272909,The Italian Kitchen,6638,2016-10-04 17:00:00,2,4
1272909,Maggie Mays,8710,2016-10-28 12:15:00,6,NULL
1273968,Stravaigin,7985,2016-10-15 19:45:00,4,NULL
1273968,The Italian Caffè,6737,2016-10-24 19:00:00,4,4.4
1277683,Cafe Gandolfi,6735,2016-10-29 17:30:00,3,NULL
1277683,Ox and Finch,5909,2016-10-21 13:15:00,2,NULL
1277683,Dakota Deluxe Glasgow,7883,2016-10-21 20:00:00,2,NULL
1280254,The Italian Caffè,6737,2016-10-19 17:30:00,2,5
1280254,Cup Merchant City,7547,2016-10-31 13:00:00,2,5
1280254,The Italian Kitchen,6638,2016-10-17 12:45:00,2,5
1282975,Hanoi Bike Shop,7984,2016-10-24 18:45:00,2,NULL
1282975,Blythswood Square Restaurant,3858,2016-10-16 18:45:00,2,NULL
1286973,The Gannet,5234,2016-10-23 18:45:00,8,NULL
1286973,Ox and Finch,5909,2016-10-07 20:00:00,4,NULL
1286973,The Italian Caffè,6737,2016-10-21 17:45:00,3,NULL
1310991,Rasoi Indian Restaurant & Deli,4154,2016-10-21 20:30:00,2,NULL
1310991,Atlantic Brasserie,7461,2016-10-28 20:15:00,4,4.4
1312254,The Gannet,5234,2016-10-02 14:30:00,2,5
1312254,The Gannet,5234,2016-10-30 15:30:00,2,NULL
1312254,Ubiquitous Chip Restaurant,7977,2016-10-23 18:15:00,6,NULL
1332861,Ox and Finch,5909,2016-10-07 19:00:00,2,NULL
1332861,Bella Napoli,7808,2016-10-28 18:15:00,3,NULL
1334335,Di Maggio's West End,3467,2016-10-14 18:45:00,4,NULL
1334335,The Anchor Line Bar and Grill,6214,2016-10-15 17:30:00,2,NULL
1357535,Cafe Gandolfi,6735,2016-10-22 19:30:00,2,NULL
1357535,Ubiquitous Chip Brasserie,7994,2016-10-21 19:30:00,2,NULL
1367543,Lebowskis South Side,8545,2016-10-07 18:15:00,4,NULL
1367543,Operetta Restaurant,5042,2016-10-25 12:00:00,2,NULL
1398616,Cup Merchant City,7547,2016-10-29 14:30:00,4,NULL
1398616,Cup Merchant City,7547,2016-10-29 15:30:00,4,NULL
1398616,Cup Merchant City,7547,2016-10-29 15:00:00,4,NULL
1404523,The Italian Caffè,6737,2016-10-06 18:15:00,2,5
1404523,The Italian Kitchen,6638,2016-10-13 18:15:00,2,NULL
1407731,Barolo Grill,3553,2016-10-08 17:45:00,3,NULL
1407731,Chaophraya Glasgow,4709,2016-10-29 14:30:00,2,NULL
1407969,Arisaig Restaurant,3146,2016-10-25 15:30:00,4,4.6
1407969,The Italian Caffè,6737,2016-10-26 14:30:00,2,NULL
1449369,The Anchor Line Bar and Grill,6214,2016-10-15 13:00:00,2,4.4
1449369,The Spiritualist,8037,2016-10-29 13:00:00,3,NULL
1469934,Operetta Restaurant,5042,2016-10-04 13:00:00,2,NULL
1469934,The Grand Hotel St Annes,5242,2016-10-29 20:15:00,2,NULL
1469934,Chaakoo Glasgow,8885,2016-10-21 19:00:00,2,NULL
1497580,The Spiritualist,8037,2016-10-20 19:15:00,2,4.8
1497580,Bar Soba City Centre,4755,2016-10-01 19:00:00,2,NULL
1497701,The Butterfly and The Pig,5130,2016-10-09 14:30:00,3,NULL
1497701,Stravaigin,7985,2016-10-20 18:45:00,3,NULL
1500867,Cail Bruich,6917,2016-10-01 13:30:00,2,NULL
1500867,WEST On The Corner,6858,2016-10-27 17:15:00,2,NULL
1514820,Amore Merchant City,5782,2016-10-14 17:45:00,6,NULL
1514820,Tony Macaroni Soar Intu Braehead,5905,2016-10-21 16:45:00,3,NULL
1514820,The Italian Kitchen,6638,2016-10-21 17:00:00,3,NULL
1527870,Cup Tea Lounge - Glasgow,5495,2016-10-29 09:30:00,2,NULL
1527870,Obu Pan Asian,6376,2016-10-22 18:30:00,3,NULL
